OrderDate,CustomerID,OrderTotal
5/17/2020,5263,1495.95
5/17/2020,1256,335.5
5/17/2020,406,4337.3
5/18/2020,1841,4029.1
5/18/2020,4458,438.7
5/18/2020,1797,1820.6
5/18/2020,2728,4559.35
5/18/2020,1926,593.25
5/18/2020,3507,5480.35
5/18/2020,4610,1558.85
5/18/2020,146,555.95
5/19/2020,5342,2351.65
5/19/2020,1189,2184
5/19/2020,5528,1311.4
5/19/2020,886,3258.23
5/19/2020,4434,3842.55
5/19/2020,4933,558.8
5/19/2020,818,423
5/19/2020,5118,720
5/19/2020,858,3019.8
5/19/2020,3238,2101.8
5/20/2020,1871,748
5/20/2020,597,1805.85
5/20/2020,2291,4222.5
5/20/2020,2178,464
5/20/2020,4716,2823.6
5/20/2020,5630,817.85
5/20/2020,174,1844.3
5/20/2020,1974,3445.55
5/20/2020,1828,1262.5
5/20/2020,4168,125.65
5/20/2020,3405,1782.5
5/20/2020,1272,982
5/20/2020,2216,2398.9
5/20/2020,731,3403.6
5/20/2020,4556,121
5/20/2020,2776,6332.45
5/20/2020,5134,4170.1
5/21/2020,5592,564
5/21/2020,3865,533
5/21/2020,2597,1610
5/21/2020,3750,404.89
5/21/2020,1769,2250.65
5/21/2020,3126,1114.6
5/21/2020,5466,2215
5/21/2020,4403,2474.05
5/21/2020,2569,619.1
5/21/2020,4766,431
5/21/2020,1397,225.29
5/21/2020,2380,1035.75
5/21/2020,980,1171.5
5/22/2020,1605,5772.18
5/22/2020,3157,587.85
5/22/2020,2700,2673.4
5/22/2020,2831,255
5/22/2020,5380,634.55
5/22/2020,1163,1602.5
5/22/2020,2682,2614.95
5/22/2020,3084,125
5/22/2020,1780,2513.4
5/22/2020,5344,2420.1
5/22/2020,926,1423
5/23/2020,2415,493.85
5/23/2020,3450,2811
5/23/2020,5704,1346.55
5/23/2020,5835,969.05
5/23/2020,1609,4920.65
5/23/2020,5895,1188
5/23/2020,2252,2002.55
5/23/2020,3543,104
5/23/2020,2872,3980.5
5/23/2020,4293,5963.25
5/24/2020,2556,1187.25
5/24/2020,4953,3530.2
5/24/2020,302,833.35
5/24/2020,4765,74
5/24/2020,1669,4098.85
5/24/2020,957,4361.25
5/24/2020,5592,3637.75
5/24/2020,5498,1082.75
5/24/2020,2169,538.75
5/24/2020,3320,1338
5/25/2020,1701,2031.8
5/25/2020,4188,1621.5
5/25/2020,5361,979
5/25/2020,525,2661
5/25/2020,3212,1303.8
5/25/2020,1701,1565.45
5/25/2020,2412,1017.3
5/25/2020,2726,56.95
5/25/2020,3096,4181.85
5/26/2020,5763,1875.75
5/26/2020,2708,444.85
5/26/2020,843,99.75
5/26/2020,647,573
5/26/2020,1753,1667.35
5/26/2020,3046,751.2
5/26/2020,4465,4619.7
5/26/2020,2593,945.4
5/26/2020,4151,6588.45
5/26/2020,251,98.45
5/26/2020,2404,1603.3
5/26/2020,4371,2283.15
5/26/2020,890,1318.75
5/26/2020,2218,683.4
5/26/2020,4900,6634.9
5/26/2020,4199,2442.2
5/27/2020,5773,1972.4
5/27/2020,2420,5216.95
5/27/2020,1211,449.3
5/27/2020,1030,3900.55
5/27/2020,4527,200.85
5/27/2020,4023,1251.4
5/28/2020,2302,2593
5/28/2020,4737,163.5
5/28/2020,4683,1975
5/28/2020,4418,879.8
5/28/2020,3746,1110
5/28/2020,25,2001.65
5/28/2020,5417,1452
5/28/2020,2496,719
5/28/2020,5808,1633.25
5/28/2020,1543,3045
5/29/2020,687,3491.95
5/29/2020,2824,352
5/29/2020,5473,577.65
5/29/2020,5123,9916.1
5/29/2020,5146,120
5/29/2020,5159,7529.3
5/29/2020,3960,3300.75
5/29/2020,2369,519.15
5/29/2020,2278,1408.85
5/29/2020,3496,2492.4
5/29/2020,1561,171
5/30/2020,2061,1796.6
5/30/2020,1696,684
5/30/2020,546,3757.05
5/30/2020,2791,154.8
5/30/2020,3936,1650.35
5/30/2020,5571,3119.25
5/30/2020,3726,1683.85
5/30/2020,5640,155.75
5/30/2020,1839,1531.25
5/30/2020,2561,1400.55
5/30/2020,4899,3823.55
5/31/2020,3974,362.45
5/31/2020,4781,2052.75
5/31/2020,1536,7084.3
5/31/2020,1394,331.4
5/31/2020,2808,2971.55
5/31/2020,916,2134.1
5/31/2020,4235,5190.35
5/31/2020,389,1734
5/31/2020,4661,782.55
5/31/2020,4747,2848.65
5/31/2020,1241,4041.8
6/1/2020,4506,4924.95
6/1/2020,4486,557
6/1/2020,4403,1882.65
6/1/2020,758,587.75
6/1/2020,5885,680.55
6/1/2020,2792,1659.6
6/1/2020,2272,1686.65
6/1/2020,5787,825
6/1/2020,2161,1337.35
6/1/2020,985,3414.35
6/1/2020,668,3561.45
6/1/2020,1276,748.9
6/1/2020,5080,183.6
6/1/2020,1638,6061.4
6/1/2020,367,5638.3
6/2/2020,673,1286.8
6/2/2020,2038,1505.8
6/2/2020,2200,405
6/2/2020,5513,668.45
6/2/2020,5372,950
6/2/2020,1833,944.2
6/2/2020,2567,646.3
6/2/2020,1767,4006.6
6/2/2020,4928,6222.8
6/3/2020,3611,1370.4
6/3/2020,1158,6282.4
6/3/2020,582,337
6/3/2020,5791,2270
6/3/2020,2910,592.6
6/3/2020,3791,7619.4
6/3/2020,5800,3786.75
6/3/2020,2191,2257
6/3/2020,5613,768.2
6/3/2020,4705,841
6/4/2020,1441,996
6/4/2020,882,1096.85
6/4/2020,3238,1820.15
6/4/2020,4128,3680.1
6/4/2020,661,1681.95
6/5/2020,4830,1032.65
6/5/2020,2809,2671.75
6/5/2020,4901,4107.9
6/5/2020,3612,1516.85
6/5/2020,4633,348
6/5/2020,3744,1375.65
6/5/2020,608,3717.65
6/6/2020,4866,1921.85
6/6/2020,4507,4704
6/6/2020,3980,1573.8
6/6/2020,3103,80
6/6/2020,1450,1773.48
6/7/2020,2470,3038.45
6/7/2020,3885,566.45
6/7/2020,3912,5838.5
6/7/2020,771,44
6/7/2020,4627,179.55
6/7/2020,5700,877.65
6/7/2020,3667,156
6/7/2020,4979,3156.3
6/7/2020,4509,79.8
6/8/2020,3878,2344.75
6/8/2020,2426,4075.85
6/8/2020,2130,5001.8
6/8/2020,2841,1722.6
6/8/2020,4199,7235.65
6/8/2020,4431,228.85
6/8/2020,4810,1899.4
6/8/2020,1516,1505.8
6/8/2020,1149,1788.7
6/8/2020,2175,1266.25
6/8/2020,1333,1.95
6/8/2020,5099,1437.25
6/8/2020,1872,558
6/8/2020,2563,989.8
6/9/2020,1217,2936.65
6/9/2020,5791,1319.2
6/9/2020,2617,432.65
6/9/2020,2826,2059.75
6/9/2020,2958,2266.55
6/9/2020,1413,2369.75
6/9/2020,5490,2930.8
6/9/2020,4606,579.6
6/9/2020,2369,3372.3
6/9/2020,3090,376
6/9/2020,4815,1535.7
6/9/2020,4791,1313.8
6/10/2020,1027,4795.3
6/10/2020,4301,4566
6/10/2020,1991,3693.3
6/10/2020,966,893.65
6/10/2020,2264,1993.7
6/10/2020,5597,137.75
6/10/2020,5291,1075.4
6/10/2020,4460,2682.1
6/10/2020,1085,3341.95
6/10/2020,665,2500.75
6/10/2020,2091,260
6/10/2020,552,465.8
6/10/2020,4793,866.35
6/11/2020,4174,6310.45
6/11/2020,3314,3256.5
6/11/2020,4507,2687.1
6/11/2020,4079,754
6/11/2020,899,2462.55
6/11/2020,2526,2741.4
6/11/2020,3495,94
6/11/2020,3165,2092.6
6/11/2020,2105,1054
6/11/2020,1751,54
6/12/2020,97,2340.05
6/12/2020,1938,6484.85
6/12/2020,5135,358.5
6/12/2020,2878,1940
6/12/2020,4951,3802.05
6/12/2020,3984,1316
6/12/2020,5445,2173
6/12/2020,539,3572.2
6/12/2020,2765,895.5
6/12/2020,3721,3157.65
6/12/2020,2192,1032
6/12/2020,5483,3612.25
6/12/2020,3237,1668.5
6/12/2020,4258,2456.5
6/12/2020,2579,2031.55
6/13/2020,228,831
6/13/2020,5176,3699.6
6/13/2020,3867,3037.4
6/13/2020,1635,848.15
6/13/2020,2435,1941
6/13/2020,2223,3181
6/13/2020,4710,411.8
6/13/2020,5377,270
6/14/2020,3314,2078.55
6/14/2020,3828,2680.75
6/14/2020,4298,3641.3
6/14/2020,5742,790.35
6/14/2020,1691,3778.35
6/15/2020,590,1012.75
6/15/2020,5686,4251.55
6/15/2020,5320,608
6/15/2020,870,2320.94
6/15/2020,1468,967.7
6/15/2020,3777,2081.45
6/15/2020,3202,1323.9
6/15/2020,5176,4524.8
6/16/2020,1719,1625.76
6/16/2020,1781,2124
6/16/2020,1008,2496.8
6/16/2020,3783,744.6
6/16/2020,4207,1470.8
6/16/2020,889,595
6/16/2020,2682,1056.5
6/16/2020,3167,2566.9
6/16/2020,3142,23.9
6/16/2020,1761,573.65
6/16/2020,817,1689
6/16/2020,3447,2481.5
6/16/2020,781,561.89
6/16/2020,1485,1123.45
6/16/2020,5645,3611.25
6/17/2020,350,1097
6/17/2020,1097,2202.9
6/17/2020,3387,4850.15
6/17/2020,1001,1820.7
6/17/2020,4432,3607.85
6/17/2020,5585,1904.4
6/17/2020,1241,1574.95
6/17/2020,3180,783.65
6/18/2020,5638,1402.95
6/18/2020,2825,1767.6
6/18/2020,110,3535.45
6/18/2020,1299,2969.6
6/18/2020,1592,3717.74
6/18/2020,4121,1714.5
6/18/2020,1972,314.6
6/18/2020,2656,1295.4
6/18/2020,2420,2722.15
6/18/2020,5050,326.6
6/18/2020,1548,940
6/18/2020,3903,1896.5
6/18/2020,1050,3545.85
6/18/2020,5470,2432.85
6/18/2020,4829,944.54
6/18/2020,3244,3562.95
6/19/2020,4365,356
6/19/2020,1509,263.6
6/19/2020,516,5550.55
6/19/2020,4528,2708.6
6/19/2020,2215,2048.6
6/19/2020,2052,3044.15
6/19/2020,3347,1330.7
6/19/2020,3599,436.85
6/19/2020,4076,2286.75
6/19/2020,3324,814
6/19/2020,3607,3306.15
6/19/2020,188,69.75
6/19/2020,2139,5638.05
6/19/2020,1336,1970
6/20/2020,3602,552.65
6/20/2020,4719,625.1
6/20/2020,1371,1550.4
6/20/2020,1844,5214.15
6/20/2020,5003,652
6/20/2020,5217,1080.15
6/20/2020,1929,63.9
6/20/2020,5081,2487.95
6/20/2020,4577,1205
6/21/2020,2284,395.4
6/21/2020,2457,6326.6
6/21/2020,2495,1586
6/21/2020,1482,5691.85
6/21/2020,5722,1168.3
6/21/2020,122,1552.05
6/21/2020,5290,6010.35
6/21/2020,1060,734
6/22/2020,311,959.35
6/22/2020,780,4306.75
6/22/2020,3414,5425.3
6/22/2020,2319,74
6/22/2020,1202,545.4
6/22/2020,4562,423.85
6/22/2020,5412,89.75
6/22/2020,4333,344
6/22/2020,3269,1236.9
6/22/2020,620,329
6/23/2020,1408,6004.65
6/23/2020,4063,3660.95
6/23/2020,1298,2998.3
6/23/2020,4049,8413.75
6/23/2020,2760,1642
6/23/2020,922,141
6/23/2020,533,4028.3
6/23/2020,5535,2283.35
6/24/2020,3785,5397
6/24/2020,3147,1930.8
6/24/2020,5093,1142.25
6/24/2020,2455,19.95
6/24/2020,3217,8557.65
6/24/2020,105,4882.95
6/24/2020,18,7156.65
6/24/2020,1483,1214.25
6/24/2020,4785,1002.85
6/24/2020,3377,1997.9
6/24/2020,3602,104.65
6/24/2020,166,307.7
6/24/2020,2275,674.05
6/24/2020,2551,5040.55
6/24/2020,1721,3231
6/24/2020,4598,2494.4
6/24/2020,4552,2232.74
6/24/2020,1952,519.15
6/25/2020,5104,1225.25
6/25/2020,2964,2063.75
6/25/2020,674,385.5
6/25/2020,148,1893.25
6/25/2020,2105,2273.35
6/25/2020,365,3067.9
6/25/2020,760,1708.35
6/25/2020,4538,1835.55
6/25/2020,5799,37
6/25/2020,888,694.05
6/26/2020,3417,1682.45
6/26/2020,1980,1451.8
6/26/2020,2512,2786.8
6/26/2020,3214,5006
6/26/2020,4358,3207.95
6/26/2020,1999,1003.7
6/26/2020,4466,186.75
6/26/2020,3313,155.4
6/26/2020,3793,948.35
6/26/2020,4452,1321.85
6/26/2020,1357,1059
6/26/2020,5702,677.2
6/27/2020,4921,8934.25
6/27/2020,3270,953.91
6/27/2020,4573,149.9
6/27/2020,648,420
6/27/2020,5625,2388.3
6/27/2020,4744,1401.99
6/27/2020,2766,553.25
6/27/2020,3016,2704
6/27/2020,3790,1435.3
6/28/2020,5473,2047.85
6/28/2020,3715,672
6/28/2020,1041,300.35
6/28/2020,292,1021.7
6/28/2020,3161,3102.4
6/28/2020,3639,495.45
6/28/2020,5387,2764.95
6/28/2020,3578,1342.5
6/28/2020,5387,5933.75
6/28/2020,164,3445.85
6/28/2020,2207,1349.45
6/28/2020,2464,3105
6/28/2020,5309,502.75
6/28/2020,3397,3287.98
6/28/2020,2458,1838.15
6/28/2020,5165,2889.7
6/29/2020,1218,2794.7
6/29/2020,1236,1730.6
6/29/2020,2758,1417.35
6/29/2020,2294,5312.7
6/29/2020,5180,719.3
6/29/2020,4461,2649.1
6/29/2020,3010,905.96
6/30/2020,4200,1725.65
6/30/2020,3684,3638.45
6/30/2020,4228,5107.1
6/30/2020,5087,176.9
6/30/2020,1914,134
6/30/2020,901,691.44
6/30/2020,3947,10590.85
6/30/2020,953,259.5
6/30/2020,5588,3005
6/30/2020,5882,3346
6/30/2020,2626,1803.35
6/30/2020,1800,3410.45
7/1/2020,4937,1855.75
7/1/2020,1076,3027.85
7/1/2020,4968,3793.55
7/1/2020,5813,3774.35
7/1/2020,2474,2780.8
7/1/2020,3748,417
7/1/2020,570,1779.35
7/1/2020,5563,3319.65
7/1/2020,2790,3283
7/1/2020,5148,71.8
7/2/2020,4746,71.8
7/2/2020,3243,1454.45
7/2/2020,4433,673
7/2/2020,1584,2992.95
7/2/2020,111,4536.8
7/2/2020,5727,244.25
7/2/2020,2034,422.7
7/2/2020,5141,3546.2
7/2/2020,4723,1981.55
7/2/2020,1534,1793.05
7/3/2020,3878,2179.25
7/3/2020,5513,2070.9
7/3/2020,706,2537.88
7/3/2020,1407,2216.5
7/3/2020,1473,4666.35
7/3/2020,1456,203.4
7/3/2020,4900,6242
7/3/2020,2478,572
7/3/2020,2247,1798.8
7/3/2020,4184,370
7/3/2020,2694,1135.25
7/3/2020,3703,5687
7/3/2020,1976,1173.9
7/3/2020,1516,1372.65
7/4/2020,4507,2529.7
7/4/2020,2400,6077
7/4/2020,14,3146
7/4/2020,5813,3523.75
7/4/2020,3492,723.75
7/4/2020,4464,198
7/4/2020,3753,2199.7
7/4/2020,5817,9002.7
7/4/2020,5606,495
7/4/2020,6,8137.25
7/4/2020,3380,1298.65
7/4/2020,2280,3561.8
7/5/2020,4929,1152.1
7/5/2020,5807,2035
7/5/2020,4918,6710.5
7/5/2020,2046,905.45
7/5/2020,1780,4752.7
7/5/2020,1350,4813.4
7/5/2020,3898,3126.8
7/5/2020,4981,1052
7/6/2020,707,1346.45
7/6/2020,5176,2770
7/6/2020,3252,5294.5
7/6/2020,612,5645.95
7/6/2020,4042,1678.9
7/6/2020,5729,8997.55
7/6/2020,5326,1178.65
7/6/2020,1557,1625.75
7/6/2020,5041,635
7/6/2020,5174,1374.75
7/6/2020,1032,3731.55
7/6/2020,4613,2190.45
7/6/2020,1497,4257.75
7/7/2020,491,1505.55
7/7/2020,2649,2158
7/7/2020,5735,3569.4
7/7/2020,5825,5314.45
7/7/2020,2069,3765.4
7/7/2020,5730,752
7/7/2020,1861,2794
7/7/2020,1796,1651.05
7/7/2020,4575,3733.6
7/8/2020,302,444
7/8/2020,552,9275.9
7/8/2020,3484,2437
7/8/2020,3945,2734.35
7/8/2020,1609,3469.65
7/8/2020,2968,456
7/8/2020,2101,1373.4
7/8/2020,4781,1861.8
7/8/2020,885,2588.65
7/8/2020,272,1468
7/8/2020,2759,2406
7/8/2020,2352,2853.25
7/8/2020,4967,2012.95
7/8/2020,2464,5672.05
7/8/2020,3593,2743.7
7/8/2020,2091,1502.7
7/8/2020,3735,688.1
7/8/2020,5391,3377.4
7/8/2020,2001,689
7/9/2020,4338,3808.95
7/9/2020,5677,1774.35
7/9/2020,4197,2827.8
7/9/2020,3226,1766.6
7/9/2020,2967,511.5
7/9/2020,917,1904.99
7/9/2020,1184,434
7/9/2020,3373,4398
7/9/2020,4653,1638.15
7/9/2020,3313,1115
7/9/2020,2151,3812
7/9/2020,4122,1308.7
7/9/2020,4799,195
7/9/2020,5443,2067.65
7/9/2020,4163,2675.05
7/9/2020,3407,411.55
7/9/2020,259,1510.95
7/10/2020,1181,1890.3
7/10/2020,3685,412
7/10/2020,4915,645
7/10/2020,2157,5326.75
7/10/2020,3319,1300.45
7/11/2020,2245,1354.1
7/11/2020,3822,421.25
7/11/2020,5519,2639.6
7/11/2020,3952,959
7/11/2020,232,4861.8
7/11/2020,51,2783.67
7/11/2020,1963,329
7/11/2020,287,135
7/11/2020,4972,3566.9
7/11/2020,2177,962.95
7/11/2020,1946,2561.4
7/12/2020,4049,685.45
7/12/2020,4764,4104
7/12/2020,1330,1265.2
7/12/2020,3541,3202.75
7/12/2020,2615,1177.7
7/12/2020,639,1872.45
7/12/2020,4037,395.55
7/12/2020,5135,1619.35
7/12/2020,3292,2130.3
7/12/2020,2731,2688
7/12/2020,2247,596.25
7/12/2020,1221,1261.35
7/12/2020,412,1485.35
7/12/2020,2374,1505
7/12/2020,5779,401.35
7/12/2020,157,329
7/13/2020,3803,4532.3
7/13/2020,4915,310
7/13/2020,552,752.15
7/13/2020,3877,556.8
7/13/2020,5571,448.8
7/13/2020,4677,1945.65
7/13/2020,3765,7173.8
7/13/2020,2518,3832
7/13/2020,5134,1979.05
7/13/2020,2996,2862.15
7/13/2020,3606,1317.7
7/13/2020,1751,937.5
7/13/2020,1087,4835.05
7/13/2020,2348,2650.95
7/13/2020,2783,650
7/14/2020,5041,6314.25
7/14/2020,253,1479.2
7/14/2020,4603,1532.4
7/14/2020,1611,919.75
7/14/2020,5827,2230.95
7/14/2020,4638,174
7/14/2020,5746,2511.5
7/14/2020,4870,1696
7/14/2020,1839,672
7/14/2020,4995,1049.8
7/14/2020,1837,991.75
7/14/2020,3968,782.5
7/14/2020,3186,25.9
7/14/2020,3124,4115.6
7/14/2020,2394,237
7/14/2020,4891,92
7/15/2020,3922,4381.65
7/15/2020,5157,1171.25
7/15/2020,1629,1344.3
7/15/2020,1695,1534.15
7/15/2020,660,355.8
7/15/2020,2545,2644.95
7/15/2020,672,604.9
7/15/2020,4057,2886.7
7/15/2020,2361,2105.25
7/15/2020,1190,137.4
7/16/2020,1506,2462.07
7/16/2020,3121,828.85
7/16/2020,252,3661.3
7/16/2020,2838,1610.5
7/16/2020,5459,98.45
7/16/2020,486,3362.75
7/16/2020,3318,441.5
7/16/2020,3574,279.35
7/16/2020,248,739.6
7/17/2020,1271,552
7/17/2020,2072,53.85
7/17/2020,3066,407
7/17/2020,3099,6369.91
7/17/2020,2283,390.95
7/17/2020,3964,6513.35
7/17/2020,4783,2106.95
7/17/2020,3289,2341.9
7/17/2020,685,1839.55
7/17/2020,639,2229.25
7/17/2020,3789,634.71
7/17/2020,5305,373
7/18/2020,5324,1755.05
7/18/2020,4239,1307.45
7/18/2020,5716,3233.84
7/18/2020,2110,791.7
7/18/2020,4225,3773.5
7/18/2020,2650,5388.65
7/18/2020,5568,3309.9
7/18/2020,5635,3124.85
7/18/2020,839,2073.95
7/18/2020,2115,69
7/18/2020,1005,2928.6
7/19/2020,3773,556.95
7/19/2020,830,5440.45
7/19/2020,2022,3950.9
7/19/2020,2128,1120.05
7/19/2020,3780,3943.4
7/19/2020,3819,2407.4
7/19/2020,4067,2229.65
7/20/2020,3176,1957.75
7/20/2020,593,352
7/20/2020,4876,533
7/20/2020,4001,3942.35
7/20/2020,2653,116.55
7/20/2020,975,44
7/20/2020,3795,1836.35
7/20/2020,1317,561
7/20/2020,5794,2527.8
7/20/2020,1676,1325.95
7/20/2020,4837,3089.2
7/20/2020,4000,3015.25
7/20/2020,2409,215.4
7/20/2020,2947,2720.35
7/20/2020,257,3133.25
7/20/2020,3064,2579.65
7/20/2020,3203,3955.6
7/20/2020,222,3504.5
7/21/2020,4472,743.5
7/21/2020,4920,846.7
7/21/2020,1487,2174.7
7/21/2020,4197,1173.05
7/21/2020,2940,1527.45
7/21/2020,4972,99.75
7/21/2020,2795,986.85
7/21/2020,4753,1858.2
7/21/2020,2857,11
7/21/2020,1679,4148.65
7/21/2020,694,54
7/21/2020,5692,2612
7/21/2020,3193,1818
7/21/2020,1073,3373.65
7/21/2020,358,434
7/21/2020,1293,2037.2
7/22/2020,4916,1242.7
7/22/2020,3818,3495.75
7/22/2020,3514,4636
7/22/2020,93,231.7
7/22/2020,868,770.3
7/22/2020,4767,131.4
7/22/2020,4247,2898.2
7/22/2020,5646,1205.8
7/22/2020,5897,590.1
7/22/2020,1416,1681.5
7/23/2020,5300,3076.4
7/23/2020,1529,1587.1
7/23/2020,1871,593.1
7/23/2020,3414,2520.25
7/23/2020,5558,3531.7
7/23/2020,3367,3408
7/23/2020,1879,3146.1
7/23/2020,206,2217.5
7/23/2020,2716,3681
7/23/2020,1412,3905.65
7/23/2020,982,6526.35
7/23/2020,5829,5088.4
7/23/2020,2943,2452.95
7/24/2020,4827,2118.95
7/24/2020,1914,77.7
7/24/2020,80,5696
7/24/2020,731,4445.15
7/24/2020,5649,2283.7
7/24/2020,5821,5233
7/24/2020,2009,596.15
7/24/2020,4523,1866.35
7/24/2020,4313,60
7/24/2020,744,3949.95
7/24/2020,1698,728.65
7/24/2020,1985,4293.4
7/24/2020,4310,1221
7/24/2020,4405,4318.95
7/24/2020,3191,224
7/24/2020,453,236
7/24/2020,2140,2474
7/24/2020,1352,4118
7/24/2020,4217,9286.55
7/24/2020,5092,3787.95
7/25/2020,5868,2567.6
7/25/2020,4807,534
7/25/2020,1374,1364.2
7/25/2020,4875,3708.95
7/25/2020,627,3070.35
7/25/2020,1053,672.75
7/25/2020,3535,7258.8
7/25/2020,3315,1889.8
7/25/2020,5589,534.9
7/25/2020,1575,1697.05
7/25/2020,1941,3539.3
7/25/2020,802,790
7/26/2020,3229,2930.9
7/26/2020,3914,1791.4
7/26/2020,3489,2551.45
7/26/2020,643,2167.25
7/26/2020,3259,2766.75
7/26/2020,5285,1167.53
7/26/2020,2445,569.7
7/26/2020,1388,1162
7/26/2020,5077,3103.05
7/26/2020,4718,2220.9
7/26/2020,1858,1157.3
7/26/2020,5879,1236.5
7/27/2020,1521,6124.75
