SalesOrderID,ProductID,ProductQuantity
101,1264,8
101,882,4
101,237,9
102,399,10
102,218,8
102,882,10
103,232,12
103,907,8
103,1115,9
104,804,4
104,691,5
105,561,9
105,974,10
105,1084,5
106,214,9
106,252,9
106,455,12
106,1173,3
106,1261,4
106,151,7
106,93,1
106,945,10
106,221,6
106,1296,4
107,267,3
107,751,9
107,1155,1
107,478,3
107,631,4
107,797,10
107,412,5
107,249,5
107,212,9
107,63,11
107,1054,3
108,959,5
108,170,10
108,536,4
108,833,12
108,806,5
108,723,9
108,890,11
108,1175,4
108,492,5
109,353,1
109,706,7
109,831,4
109,888,7
110,238,9
111,808,4
111,880,7
111,1171,9
111,908,8
111,839,9
111,425,12
111,468,6
111,1021,9
111,639,7
112,155,7
112,483,1
112,763,7
112,1227,5
112,381,6
112,468,12
112,64,2
112,1018,12
112,793,2
112,1159,11
112,728,8
112,195,9
113,540,5
113,117,8
113,142,1
113,804,5
113,1177,4
113,946,7
113,584,3
113,1198,9
113,122,10
113,928,3
113,110,8
113,463,3
114,610,5
115,455,6
115,169,3
115,431,9
115,786,4
115,449,5
115,904,6
116,446,1
116,1113,9
116,872,1
116,961,10
116,653,11
116,1201,8
116,205,8
116,1306,8
117,570,6
117,493,10
117,691,5
117,1095,12
117,502,9
117,528,5
117,444,12
117,557,3
117,1314,5
118,1362,1
118,101,11
118,1020,12
119,462,7
119,1312,10
119,1152,6
119,1202,9
119,684,12
119,156,10
119,325,6
120,988,9
120,1147,3
120,118,11
120,762,1
120,1157,3
120,24,7
120,1103,1
120,730,9
120,985,6
120,520,11
120,1335,1
120,174,5
121,172,9
121,429,3
121,535,9
121,496,4
121,949,9
121,42,7
121,534,10
121,516,6
121,946,4
121,547,12
121,421,8
122,55,9
122,1114,9
122,195,12
122,536,9
122,1343,8
123,1153,3
123,411,10
123,646,11
123,966,10
124,66,4
124,528,7
124,1214,4
124,277,11
124,1285,2
125,1130,5
125,658,5
125,1007,9
125,740,7
125,1309,1
125,611,10
125,1013,4
125,1160,6
125,210,11
125,45,12
125,260,7
126,661,4
126,1151,5
126,189,10
126,1080,7
126,1216,2
126,593,10
127,5,8
127,939,5
127,813,5
127,548,5
127,1158,9
127,650,12
127,1266,10
127,1180,4
128,1187,8
128,833,3
128,1137,1
128,250,8
129,603,3
129,54,1
129,503,12
129,1241,2
129,1156,6
130,122,3
130,276,9
130,1110,7
130,977,6
130,796,12
130,61,3
131,275,10
131,656,7
131,862,11
131,1185,8
131,666,11
131,1250,4
131,563,10
131,193,1
131,1378,1
131,83,6
131,364,11
131,333,10
132,367,12
133,110,10
133,578,3
133,269,3
133,1284,4
133,775,8
133,760,6
133,899,12
133,1117,8
133,834,5
133,67,6
133,985,6
133,474,12
134,101,10
134,551,4
134,377,3
134,635,11
135,52,12
135,412,7
135,879,11
136,1140,7
136,934,5
136,1037,5
136,449,3
136,652,1
136,249,6
136,933,4
136,1242,5
136,608,10
136,746,7
136,1196,2
137,448,5
137,274,11
137,1171,11
137,1358,8
137,699,2
138,520,10
139,38,1
139,186,4
139,1277,7
139,642,3
139,250,3
139,1125,6
139,869,8
139,403,11
139,1221,4
140,707,8
140,1077,4
140,130,3
140,990,8
140,340,11
140,1017,9
140,1112,3
140,1280,2
140,1297,5
140,924,8
140,157,2
140,561,4
141,996,7
141,135,9
141,752,3
141,1280,3
142,409,10
142,424,7
142,514,1
142,120,4
142,550,1
142,1278,8
142,492,10
142,664,4
142,1298,4
142,189,7
143,770,4
143,739,10
143,273,5
143,1257,9
143,1304,11
143,1117,11
143,248,3
143,526,9
143,360,12
143,19,11
143,1002,10
144,553,6
144,1208,11
144,470,9
144,305,5
144,626,6
144,797,3
145,966,8
145,564,8
145,567,4
145,772,10
145,1248,9
145,964,1
145,1032,4
145,1255,9
145,1131,2
145,39,7
145,253,12
146,1049,10
146,873,12
146,350,3
146,270,8
146,498,4
146,991,7
146,145,9
146,1266,5
146,212,7
146,946,10
146,779,8
147,421,6
147,151,5
148,284,3
148,745,8
148,1116,3
148,917,1
148,230,3
148,710,5
148,1320,3
148,358,4
148,401,2
148,481,10
149,52,1
149,1054,11
149,1326,8
149,120,1
149,173,11
150,8,2
150,971,8
150,1295,10
150,280,10
150,189,6
150,1343,8
150,467,5
150,1072,6
150,845,7
150,1371,4
150,588,10
150,1275,1
151,195,10
151,1268,1
151,846,3
151,268,12
151,545,9
151,1368,2
151,1059,9
151,370,1
152,699,1
152,863,7
152,665,6
152,1134,8
152,667,3
152,421,11
152,991,5
152,93,5
153,576,12
153,996,1
154,1264,3
154,692,11
154,1249,1
154,1096,11
154,880,11
154,891,6
154,762,8
154,482,1
154,1045,6
155,1361,4
156,115,5
156,1140,4
156,70,10
156,1065,7
156,333,2
156,466,5
156,979,4
156,1245,3
156,50,8
156,432,12
156,19,10
157,1197,7
157,343,3
157,463,8
157,100,11
157,46,2
157,483,11
157,837,8
157,1209,2
157,810,5
157,957,10
157,1248,9
157,172,4
158,717,3
158,957,2
159,808,2
159,500,6
159,698,4
159,78,5
159,597,4
159,775,4
160,648,11
160,119,2
160,637,10
160,316,12
161,345,4
161,464,12
161,445,3
161,452,6
161,417,4
161,130,5
161,830,4
162,127,3
162,115,5
162,798,2
162,763,1
162,233,4
163,31,8
163,1260,1
163,56,9
163,831,7
163,123,9
163,963,5
163,1152,2
163,1022,12
163,931,7
163,1143,12
164,238,11
164,860,11
165,153,4
165,990,11
165,126,4
165,698,10
165,362,7
165,1231,2
165,314,8
165,194,1
165,276,7
165,350,4
166,760,5
166,400,1
166,91,8
166,1342,5
167,750,12
167,503,5
168,949,9
168,1310,10
168,1328,5
168,409,3
168,253,12
169,974,7
169,910,6
169,291,5
169,154,10
170,326,3
170,1187,5
170,1309,4
170,487,10
170,762,4
170,1245,8
171,415,3
171,681,3
171,1036,7
171,517,7
171,560,6
171,216,5
171,731,9
171,855,11
172,1088,1
172,1282,4
172,1199,5
172,426,5
172,1302,5
172,912,6
173,1316,2
173,330,12
173,936,7
173,1266,3
173,676,1
173,1160,9
174,133,2
174,839,8
174,858,5
174,729,5
175,844,7
175,278,12
175,691,4
175,101,3
175,1082,5
176,1129,11
176,475,6
176,255,9
177,457,12
177,995,12
177,1176,7
177,831,6
177,437,2
177,1065,10
177,897,7
177,973,1
178,672,1
178,535,5
178,219,6
178,945,10
178,533,8
178,1106,4
178,882,12
178,1271,9
178,1310,5
178,679,12
178,1126,2
179,1311,4
179,778,1
179,850,3
180,109,8
180,1054,1
180,139,10
180,610,7
180,93,1
180,7,4
181,783,3
181,1296,11
181,894,10
181,86,9
181,820,12
182,809,8
182,308,6
182,791,1
182,278,3
182,156,2
182,391,2
182,49,11
182,616,10
182,1219,5
183,1312,4
183,819,10
183,268,3
184,208,7
185,936,7
185,572,10
185,1059,9
186,501,11
186,1189,12
186,913,11
186,899,1
186,62,10
186,653,3
186,563,12
187,183,5
187,566,11
187,58,1
187,266,5
187,605,7
187,953,6
187,300,3
187,1158,9
187,635,4
188,329,2
188,341,10
188,61,3
189,899,3
189,1361,3
189,623,2
189,297,7
189,536,6
189,302,11
189,1299,5
189,1008,11
189,981,12
189,50,5
189,347,3
189,10,1
190,182,7
190,896,4
190,370,2
190,333,8
190,34,3
190,1302,12
190,1031,6
190,1103,6
190,197,11
190,748,7
190,695,4
190,1319,9
191,561,5
191,1015,7
191,729,1
192,876,8
192,406,5
192,1111,9
192,368,1
192,57,3
192,471,3
192,181,12
192,1015,8
192,1198,8
192,903,6
192,723,12
192,1208,8
193,1224,10
193,617,10
193,606,5
193,971,8
193,979,8
193,320,4
193,358,4
193,571,7
193,1236,11
193,1021,3
193,29,1
193,988,7
194,1309,1
194,510,4
194,1181,4
194,103,2
194,520,10
194,586,8
195,974,7
195,849,4
195,706,9
195,108,8
195,359,10
195,1178,5
195,856,6
195,182,12
195,438,12
195,498,3
195,1272,2
196,501,1
196,825,9
196,1239,10
196,336,5
196,289,6
196,795,4
196,1079,12
196,838,2
196,195,1
196,574,6
197,432,12
197,394,8
197,999,1
197,548,9
198,153,10
198,758,12
198,1350,8
198,366,10
198,1090,10
198,550,10
198,1356,11
198,1335,10
198,1140,11
198,950,5
199,611,10
199,792,12
200,1193,11
200,812,10
200,1250,8
200,115,1
200,180,6
200,1005,6
200,356,9
200,1125,2
201,819,12
201,38,5
201,216,6
201,590,2
201,815,4
201,1008,4
201,164,2
201,469,2
201,539,5
201,926,4
201,995,2
202,104,8
202,224,5
202,1042,12
202,474,10
202,357,11
202,943,9
202,4,7
202,803,3
202,349,8
202,437,10
202,33,5
203,1179,2
203,607,12
203,234,12
203,1231,1
204,311,9
205,651,3
205,219,7
205,1042,5
206,76,4
206,1321,10
207,1271,12
207,472,4
207,26,6
208,666,11
208,185,8
209,486,10
209,1350,4
209,728,5
209,523,2
209,365,6
209,292,11
209,1234,10
210,701,2
210,1098,7
210,1161,3
210,1025,6
210,743,8
210,536,8
210,1024,5
210,1373,5
210,578,1
211,23,2
212,820,7
212,90,7
212,546,4
212,880,1
212,429,9
212,1271,5
212,228,6
212,13,7
212,521,8
213,449,2
213,1274,2
213,850,11
213,521,3
213,313,12
214,1378,4
214,665,1
214,1181,5
214,1132,3
214,51,6
214,135,4
214,838,10
214,1007,9
214,1367,7
214,1073,6
214,774,10
215,741,3
215,41,10
215,1099,11
215,1117,9
215,801,2
215,477,3
215,383,9
215,802,9
216,1020,9
216,345,6
216,1218,6
216,327,9
216,1294,1
216,1095,1
217,588,7
218,109,5
218,768,4
218,735,10
218,1079,9
218,1292,2
218,780,9
218,1170,11
218,244,1
218,179,12
218,115,1
218,441,10
218,626,4
219,749,4
219,1262,3
219,51,8
220,1008,11
220,127,12
220,285,8
220,1046,10
220,579,10
220,1160,6
220,259,2
220,621,11
220,856,10
220,654,11
221,754,11
221,1214,4
221,237,3
221,954,3
221,1343,4
221,499,8
221,210,5
222,1093,2
222,1112,1
223,440,11
223,1353,3
223,1247,1
223,946,8
223,972,12
223,163,6
223,851,12
223,665,8
223,537,2
223,589,12
223,121,9
223,58,7
224,852,4
224,813,6
224,484,7
224,1275,10
224,666,5
224,1280,6
224,845,12
224,491,11
224,1011,9
224,681,4
225,1175,12
226,156,11
226,993,9
227,989,9
227,232,6
227,686,4
227,32,9
228,287,11
228,414,1
228,176,6
229,340,3
229,822,2
229,733,9
229,1251,12
229,285,11
229,40,1
229,682,1
229,1241,4
229,853,1
229,337,2
229,660,3
230,579,6
230,554,6
230,1141,11
230,1241,3
230,1152,4
230,1017,4
230,97,12
231,452,6
231,133,9
231,1347,11
232,183,11
232,210,7
232,586,8
232,1015,2
232,120,9
232,634,7
232,689,3
232,372,9
233,1162,8
233,321,6
233,636,10
234,524,2
234,696,7
234,123,4
234,162,2
234,258,3
234,1210,2
234,392,5
234,1162,2
235,957,8
235,469,11
235,1225,4
236,89,5
236,226,4
237,1126,10
237,1344,10
237,809,8
238,58,8
238,372,12
238,297,5
238,1042,12
238,287,7
238,1313,11
238,357,10
238,11,7
238,128,6
238,746,7
239,118,3
239,577,10
239,837,5
240,1006,10
240,278,4
240,834,10
240,522,8
240,991,9
240,643,12
240,1090,12
240,684,5
241,433,2
241,291,7
241,1380,8
242,482,3
242,1023,1
242,134,11
242,131,3
242,910,6
243,818,10
243,1359,6
243,1116,7
243,105,11
243,777,3
243,136,5
243,723,4
243,760,5
244,692,8
244,650,2
244,282,1
244,79,10
244,411,3
244,96,11
244,1262,5
244,928,8
244,102,8
245,376,10
246,67,12
246,401,5
246,1142,12
246,991,10
246,1211,10
246,699,4
246,1075,10
246,135,3
246,143,10
246,1173,2
246,1058,1
247,1217,10
247,1290,2
247,803,7
247,33,8
247,233,5
247,1014,7
247,1087,8
247,922,8
247,169,8
248,724,9
248,1290,8
248,669,6
248,629,2
249,379,12
249,1224,11
249,970,3
250,1205,2
250,282,5
250,1304,10
250,164,11
250,1314,12
250,368,6
250,1310,12
251,811,11
251,942,6
251,853,2
251,116,9
251,366,9
251,664,11
252,382,6
252,1194,8
252,1363,5
252,1272,5
252,1249,6
252,319,5
252,1357,3
253,1016,12
253,29,8
253,202,5
253,325,11
253,676,8
253,1096,2
253,595,7
253,764,1
253,831,2
254,77,11
254,814,4
255,1063,11
255,618,5
255,391,12
255,65,10
255,161,5
255,828,8
255,1255,5
255,1213,7
255,871,6
256,319,2
257,187,1
257,1173,3
257,145,3
257,990,10
257,449,12
257,1008,9
257,743,10
257,804,7
257,238,2
257,1107,3
258,1244,5
258,503,12
258,1104,10
258,1016,6
258,453,8
258,406,5
258,144,3
258,473,8
258,12,11
258,1196,5
259,696,11
259,407,12
259,599,4
259,1254,10
259,57,12
260,35,1
260,930,9
260,1300,10
260,884,7
260,74,3
260,1025,4
260,1224,1
260,1011,1
260,381,5
260,122,10
260,741,6
260,576,12
261,689,12
261,786,2
261,305,6
261,632,2
261,631,7
261,1380,1
261,1057,11
261,713,8
262,1285,2
263,714,1
263,277,1
263,228,6
263,621,3
263,1259,9
263,303,3
264,549,8
264,925,2
264,1202,7
264,1031,8
264,1206,6
264,297,9
265,901,4
265,453,7
265,527,3
265,458,1
265,936,6
265,88,5
265,997,6
265,789,12
265,327,4
265,562,12
265,448,10
266,785,12
266,852,2
266,1238,8
266,668,6
266,716,8
266,1333,2
266,236,1
266,106,6
266,126,12
266,520,11
267,1218,4
267,417,9
267,408,4
267,1202,5
267,920,7
267,395,7
268,148,9
268,947,8
268,1094,12
269,1200,8
269,1050,11
269,536,5
269,495,4
269,598,4
270,619,6
270,154,4
270,121,2
270,1126,11
270,1249,12
270,365,12
270,1170,11
270,862,1
270,1149,4
270,552,1
270,194,9
271,580,11
271,1073,11
272,1177,3
272,174,11
272,1127,5
272,1347,5
272,307,6
272,642,11
272,1342,7
272,754,2
272,173,11
273,113,12
273,303,6
273,180,12
273,1101,8
273,254,7
274,718,6
274,1274,3
274,418,8
274,357,12
274,160,2
274,458,10
274,812,9
274,466,9
275,283,3
275,262,5
275,421,12
275,1162,6
275,540,11
275,402,9
275,893,8
275,538,2
275,785,1
275,1383,5
275,73,4
276,464,4
276,1058,1
277,1000,9
277,1043,8
277,1246,11
277,188,3
277,1057,2
277,266,12
277,139,1
277,1042,9
277,1035,3
277,288,1
278,1010,12
278,256,11
278,800,3
278,757,1
278,881,6
278,87,3
278,1060,2
278,1071,5
278,1262,2
279,991,1
279,544,3
279,1362,8
280,641,5
281,1098,6
281,813,9
282,100,8
282,361,12
282,49,9
282,681,9
282,223,7
282,986,6
283,1149,6
283,269,2
283,624,10
284,569,5
284,952,3
284,704,6
284,22,11
284,602,12
285,217,6
285,170,7
285,1149,12
285,1086,1
286,830,8
286,30,11
286,971,8
286,28,12
286,849,6
286,1346,5
287,1240,11
288,461,10
288,1101,3
288,149,11
288,114,8
288,1102,9
288,611,9
288,628,4
288,526,1
288,189,6
289,214,1
289,761,4
289,710,6
289,771,5
289,396,6
289,269,7
289,952,3
290,680,5
290,848,6
290,969,9
290,754,3
290,566,7
290,1362,4
290,1041,6
290,1339,2
291,178,7
291,576,1
291,849,12
291,279,9
292,157,2
292,453,8
292,27,12
292,1104,4
292,1354,1
292,623,11
292,1053,3
292,145,12
292,272,9
293,758,11
293,140,10
293,838,5
293,1382,5
293,1075,9
294,493,1
294,658,6
294,302,7
294,1102,12
294,363,11
294,416,12
295,302,8
295,1124,11
295,1170,9
295,713,3
295,1320,8
295,186,8
295,1294,10
295,734,11
295,68,1
295,243,6
295,1202,9
296,305,3
296,864,5
296,216,1
296,230,4
296,1166,3
296,404,6
297,1209,12
297,961,12
297,964,11
297,457,2
297,1070,7
297,492,1
297,126,9
298,801,2
298,401,3
298,1132,2
299,651,2
299,868,4
299,779,12
299,1268,12
299,1035,6
299,942,7
300,1299,10
300,216,9
300,230,11
301,1152,2
301,116,8
302,455,2
302,1019,6
302,517,6
302,1094,9
302,365,10
302,1201,10
303,1325,10
303,63,4
303,21,3
304,684,2
304,247,6
305,1225,7
305,1066,2
305,1007,3
305,823,7
305,578,9
305,389,10
305,1363,10
305,795,7
306,21,11
307,1353,10
307,1167,10
307,901,5
307,254,5
308,1259,1
308,768,6
308,869,8
308,1344,4
308,407,7
308,359,4
308,677,11
308,1227,1
308,4,4
308,540,1
309,1190,1
309,1152,10
309,963,7
309,1074,10
309,581,12
309,1048,9
309,442,10
309,885,11
309,891,9
310,373,11
310,18,4
310,1090,8
310,688,7
310,1206,4
310,795,2
310,1024,1
310,1165,10
310,1295,2
310,625,2
310,633,8
311,1047,11
312,1071,4
312,98,11
312,485,7
313,844,10
313,495,8
313,673,12
313,738,12
313,1275,8
313,29,12
313,1325,7
313,48,5
313,1019,8
314,73,10
315,1330,9
315,737,4
315,1020,4
315,1028,3
315,1274,4
315,1195,5
315,53,5
315,177,9
315,1317,9
315,22,10
316,791,6
316,1291,6
316,1285,3
316,845,5
316,103,10
316,79,10
316,1249,7
316,120,9
316,8,8
316,134,6
316,123,3
316,307,2
317,398,7
317,482,2
317,786,5
317,136,6
318,706,12
318,898,10
318,912,8
318,104,1
318,1085,3
318,987,8
318,93,5
319,714,10
319,849,1
319,1310,7
319,942,1
319,871,6
319,381,1
319,1292,9
319,930,10
319,172,10
319,88,4
320,571,3
321,531,9
321,543,8
321,39,9
321,641,10
321,1332,5
321,1195,10
321,1292,1
321,201,7
322,632,12
323,997,12
323,742,9
323,375,9
323,680,3
323,880,3
323,935,1
323,1126,7
323,1378,11
323,1117,9
323,1079,6
323,1318,1
323,679,1
324,277,5
324,123,4
325,224,1
325,943,12
325,141,2
325,408,11
325,499,2
325,691,2
326,426,7
326,470,7
326,579,2
326,730,8
326,139,7
326,544,6
327,1012,12
327,128,1
327,362,5
327,118,8
327,941,4
327,895,9
328,201,3
328,260,5
329,1368,6
329,532,7
329,1024,8
329,616,2
329,1293,6
329,62,5
329,65,11
329,954,4
330,358,3
330,706,6
330,252,5
330,816,6
330,1132,8
330,1075,8
331,378,3
331,1044,11
331,920,8
331,1217,6
331,1019,5
331,171,1
331,138,8
331,419,4
332,185,11
332,695,11
333,155,4
333,766,3
333,699,11
333,683,7
333,31,2
333,481,2
333,986,6
333,1339,6
333,392,2
333,270,2
334,390,5
334,104,11
334,1273,11
334,921,4
334,1286,8
334,964,10
334,82,10
334,62,3
334,95,11
334,299,2
334,1176,8
334,421,10
335,330,9
335,614,3
335,79,4
336,1153,7
336,1027,3
336,400,12
336,610,8
336,1226,4
336,1019,9
336,95,1
336,1029,8
337,493,6
337,1147,7
337,1008,9
337,793,4
337,1305,8
337,1044,2
337,1306,4
337,789,12
337,563,8
338,1088,8
338,829,4
338,853,6
338,1153,6
338,592,9
338,43,12
338,792,3
338,1187,8
338,1193,7
338,236,6
338,515,11
339,972,6
340,710,1
340,805,4
340,462,7
340,1322,8
340,536,8
341,22,3
341,199,10
